theta,Ed_normalized
0.0,0.0922440083563275
0.008738783459220564,0.09184678263975998
0.01747756691844113,0.09145519092743348
0.026216350377661693,0.09106929015421622
0.03495513383688226,0.0906891335758034
0.04369391729610282,0.09031477088318578
0.052432700755323386,0.08994624831657042
0.06117148421454395,0.08958360877855479
0.06991026767376451,0.08922689194636538
0.07864905113298508,0.08887613438298905
0.08738783459220564,0.08853136964703733
0.09612661805142621,0.08819262840119885
0.10486540151064677,0.08785993851914496
0.11360418496986734,0.08753332519076912
0.1223429684290879,0.08721281102564991
0.13108175188830845,0.08689841615463921
0.13982053534752903,0.08659015832948852
0.1485593188067496,0.08628805302043553
0.15729810226597016,0.08599211351168347
0.1660368857251907,0.08570235099471378
0.1747756691844113,0.08541877465938297
0.18351445264363186,0.08514139178276008
0.19225323610285242,0.08487020781567238
0.20099201956207297,0.08460522646692976
0.20973080302129354,0.08434644978520911
0.21846958648051412,0.08409387823858315
0.22720836993973467,0.0838475107916856
0.23594715339895522,0.08360734498051017
0.2446859368581758,0.08337337698484433
0.2534247203173964,0.08314560169834538
0.2621635037766169,0.082924012796269
0.2709022872358375,0.08270860280086569
0.27964107069505806,0.08249936314446323
0.28837985415427864,0.08229628423025685
0.2971186376134992,0.08209935549083207
0.30585742107271974,0.08190856544444727
0.3145962045319403,0.08172390174910621
0.3233349879911609,0.08154535125445218
0.3320737714503814,0.08137290005151811
0.340812554909602,0.08120653352036802
0.3495513383688226,0.08104623637566719
0.35829012182804315,0.08089199271021973
0.36702890528726373,0.08074378603651267
0.37576768874648425,0.08060159932630781
0.38450647220570483,0.08046541504832246
0.3932452556649254,0.08033521520404104
0.40198403912414593,0.08021098136170046
0.4107228225833665,0.08009269468849192
0.4194616060425871,0.07998033598102289
0.42820038950180767,0.07987388569408196
0.43693917296102824,0.07977332396775122
0.44567795642024877,0.07967863065290835
0.45441673987946934,0.07958978533516335
0.4631555233386899,0.07950676735727188
0.47189430679791045,0.07942955584006915
0.480633090257131,0.07935812970196696
0.4893718737163516,0.07929246767705593
0.4981106571755722,0.07923254833185604
0.5068494406347928,0.0791783500807559
0.5155882240940133,0.07912985120018282
0.5243270075532338,0.07908702984154456
0.5330657910124544,0.07904986404298234
0.541804574471675,0.07901833173997541
0.5505433579308956,0.07899241077483624
0.5592821413901161,0.07897207890513457
0.5680209248493366,0.07895731381108952
0.5767597083085573,0.07894809310196559
0.5854984917677778,0.07894439432151076
0.5942372752269984,0.07894619495247285
0.602976058686219,0.07895347242022888
0.6117148421454395,0.07896620409556392
0.6204536256046601,0.07898436729663261
0.6291924090638806,0.07900793929013857
0.6379311925231012,0.07903689729176372
0.6466699759823218,0.07907121846588117
0.6554087594415423,0.07911087992458347
0.6641475429007628,0.07915585872605742
0.6728863263599835,0.07920613187233716
0.681625109819204,0.07926167630646468
0.6903638932784246,0.07932246890908885
0.6991026767376451,0.079388486494531
0.7078414601968657,0.079459705806346
0.7165802436560863,0.07953610351240703
0.7253190271153068,0.07961765619954099
0.7340578105745275,0.07970434036774128
0.742796594033748,0.07979613242398463
0.7515353774929685,0.07989300867567677
0.7602741609521891,0.07999494532375219
0.7690129444114097,0.08010191845545239
0.7777517278706302,0.08021390403680598
0.7864905113298508,0.08033087790483351
